Order ID,Customer ID,Platform,Delivery Time (Minutes),Product Category,Order Value (INR),Customer Feedback,Service Rating,Delivery Delay,Refund Requested,OrderDate
ORD008340,CUST2814,Swiggy Instamart,34,Beverages,275,Very satisfied with the service.,5,No,No,11/1/2020
ORD008341,CUST3115,Blinkit,38,Fruits & Vegetables,268,Wrong item delivered.,1,No,Yes,11/2/2020
ORD008342,CUST9789,Swiggy Instamart,27,Personal Care,524,Wrong item delivered.,1,No,Yes,11/3/2020
ORD008343,CUST7855,JioMart,34,Dairy,338,Packaging could be better.,3,No,No,11/4/2020
ORD008344,CUST8835,JioMart,36,Grocery,1446,Excellent experience!,5,No,No,11/5/2020
ORD008345,CUST2126,Swiggy Instamart,24,Fruits & Vegetables,414,Very satisfied with the service.,5,No,No,11/6/2020
ORD008346,CUST7373,JioMart,45,Dairy,713,Wrong item delivered.,1,Yes,Yes,11/7/2020
ORD008347,CUST4382,Blinkit,26,Beverages,956,Excellent experience!,5,No,No,11/8/2020
ORD008348,CUST3128,JioMart,33,Dairy,631,"Fast delivery, great service!",5,No,No,11/9/2020
ORD008349,CUST4369,Blinkit,28,Dairy,445,"Horrible experience, never ordering again.",1,No,Yes,11/10/2020
ORD008350,CUST6075,Swiggy Instamart,44,Grocery,851,Items missing from order.,2,Yes,Yes,11/11/2020
ORD008351,CUST8081,Swiggy Instamart,16,Grocery,1252,"Very late delivery, not happy.",2,No,Yes,11/12/2020
ORD008352,CUST8778,JioMart,17,Personal Care,1782,Packaging could be better.,3,No,No,11/13/2020
ORD008353,CUST3601,JioMart,24,Snacks,488,Quick and reliable!,5,No,No,11/14/2020
ORD008354,CUST6084,Blinkit,26,Dairy,409,"Not fresh, disappointed.",2,No,Yes,11/15/2020
ORD008355,CUST4325,Blinkit,30,Snacks,77,Wrong item delivered.,1,No,Yes,11/16/2020
ORD008356,CUST9232,JioMart,17,Snacks,95,Delivery person was rude.,2,No,Yes,11/17/2020
ORD008357,CUST8519,JioMart,32,Grocery,1434,Good quality products.,4,No,No,11/18/2020
ORD008358,CUST5512,Swiggy Instamart,17,Grocery,700,Items missing from order.,2,No,Yes,11/19/2020
ORD008359,CUST4304,Swiggy Instamart,31,Dairy,685,Items missing from order.,2,No,Yes,11/20/2020
ORD008360,CUST1121,Swiggy Instamart,41,Beverages,878,Quick and reliable!,5,Yes,No,11/21/2020
ORD008361,CUST3337,JioMart,38,Snacks,140,Excellent experience!,5,No,No,11/22/2020
ORD008362,CUST8302,JioMart,26,Beverages,358,"Horrible experience, never ordering again.",1,No,Yes,11/23/2020
ORD008363,CUST2048,JioMart,23,Dairy,465,Excellent experience!,5,No,No,11/24/2020
ORD008364,CUST7541,Swiggy Instamart,55,Beverages,111,"Very late delivery, not happy.",2,Yes,Yes,11/25/2020
ORD008365,CUST5044,JioMart,36,Snacks,349,"Not fresh, disappointed.",2,No,Yes,11/26/2020
ORD008366,CUST9615,Blinkit,36,Dairy,627,"Very late delivery, not happy.",2,No,Yes,11/27/2020
ORD008367,CUST6388,JioMart,40,Beverages,194,Packaging could be better.,3,No,No,11/28/2020
ORD008368,CUST9043,JioMart,35,Snacks,133,"Not fresh, disappointed.",2,No,Yes,11/29/2020
ORD008369,CUST8539,JioMart,35,Grocery,316,"Not fresh, disappointed.",2,No,Yes,11/30/2020
ORD008370,CUST8580,JioMart,33,Beverages,364,Good quality products.,4,No,No,12/1/2020
ORD008371,CUST1640,JioMart,33,Dairy,658,Wrong item delivered.,1,No,Yes,12/2/2020
ORD008372,CUST2492,Blinkit,27,Fruits & Vegetables,424,Items missing from order.,2,No,Yes,12/3/2020
ORD008373,CUST5717,Blinkit,29,Beverages,782,"Fast delivery, great service!",5,No,No,12/4/2020
ORD008374,CUST8476,JioMart,45,Dairy,219,Items missing from order.,2,Yes,Yes,12/5/2020
ORD008375,CUST6681,Swiggy Instamart,38,Fruits & Vegetables,415,"Easy to order, loved it!",5,No,No,12/6/2020
ORD008376,CUST5873,JioMart,21,Snacks,133,Good quality products.,4,No,No,12/7/2020
ORD008377,CUST7407,JioMart,39,Personal Care,1584,"Easy to order, loved it!",5,No,No,12/8/2020
ORD008378,CUST3869,JioMart,29,Grocery,820,"Easy to order, loved it!",5,No,No,12/9/2020
ORD008379,CUST7800,Swiggy Instamart,22,Fruits & Vegetables,651,Good quality products.,4,No,No,12/10/2020
ORD008380,CUST5081,Swiggy Instamart,34,Beverages,286,Wrong item delivered.,1,No,Yes,12/11/2020
ORD008381,CUST3942,Swiggy Instamart,21,Snacks,146,"Easy to order, loved it!",5,No,No,12/12/2020
ORD008382,CUST8079,Blinkit,21,Snacks,267,"Not fresh, disappointed.",2,No,Yes,12/13/2020
ORD008383,CUST8501,Swiggy Instamart,42,Dairy,191,"Easy to order, loved it!",5,Yes,No,12/14/2020
ORD008384,CUST7302,Blinkit,17,Dairy,526,Good quality products.,4,No,No,12/15/2020
ORD008385,CUST4005,Blinkit,32,Dairy,542,"Fast delivery, great service!",5,No,No,12/16/2020
ORD008386,CUST2565,Swiggy Instamart,38,Snacks,60,Items missing from order.,2,No,Yes,12/17/2020
ORD008387,CUST7447,Swiggy Instamart,21,Fruits & Vegetables,418,Excellent experience!,5,No,No,12/18/2020
ORD008388,CUST1715,Swiggy Instamart,41,Grocery,355,Items missing from order.,2,Yes,Yes,12/19/2020
ORD008389,CUST4927,Blinkit,36,Beverages,160,Items missing from order.,2,No,Yes,12/20/2020
ORD008390,CUST3587,JioMart,64,Grocery,1067,Items missing from order.,2,Yes,Yes,12/21/2020
ORD008391,CUST5485,Swiggy Instamart,31,Grocery,538,"Horrible experience, never ordering again.",1,No,Yes,12/22/2020
ORD008392,CUST9810,Swiggy Instamart,48,Personal Care,316,"Horrible experience, never ordering again.",1,Yes,Yes,12/23/2020
ORD008393,CUST5782,Swiggy Instamart,18,Grocery,890,Very satisfied with the service.,5,No,No,12/24/2020
ORD008394,CUST2093,Blinkit,22,Personal Care,1315,Items missing from order.,2,No,Yes,12/25/2020
ORD008395,CUST4559,Blinkit,41,Fruits & Vegetables,374,"Not fresh, disappointed.",2,Yes,Yes,12/26/2020
ORD008396,CUST9085,JioMart,24,Beverages,868,"Fast delivery, great service!",5,No,No,12/27/2020
ORD008397,CUST7738,Swiggy Instamart,25,Beverages,862,"Very late delivery, not happy.",2,No,Yes,12/28/2020
ORD008398,CUST2986,Blinkit,49,Grocery,1001,"Horrible experience, never ordering again.",1,Yes,Yes,12/29/2020
ORD008399,CUST7041,JioMart,37,Beverages,665,Items missing from order.,2,No,Yes,12/30/2020
ORD008400,CUST2253,Swiggy Instamart,35,Personal Care,937,Very satisfied with the service.,5,No,No,12/31/2020
ORD008401,CUST2723,Blinkit,33,Fruits & Vegetables,335,Quick and reliable!,5,No,No,1/1/2020
ORD008402,CUST9264,Swiggy Instamart,34,Beverages,559,Delivery person was rude.,2,No,Yes,1/2/2020
ORD008403,CUST6341,Swiggy Instamart,12,Fruits & Vegetables,581,Items missing from order.,2,No,Yes,1/3/2020
ORD008404,CUST7719,Blinkit,31,Personal Care,646,Packaging could be better.,3,No,No,1/4/2020
ORD008405,CUST8388,Blinkit,23,Dairy,677,"Horrible experience, never ordering again.",1,No,Yes,1/5/2020
ORD008406,CUST3700,Blinkit,40,Dairy,358,Excellent experience!,5,No,No,1/6/2020
ORD008407,CUST5141,Swiggy Instamart,23,Snacks,495,"Not fresh, disappointed.",2,No,Yes,1/7/2020
ORD008408,CUST4397,Swiggy Instamart,24,Snacks,281,"Fast delivery, great service!",5,No,No,1/8/2020
ORD008409,CUST9291,JioMart,16,Beverages,549,Good quality products.,4,No,No,1/9/2020
ORD008410,CUST1731,Swiggy Instamart,36,Grocery,968,Wrong item delivered.,1,No,Yes,1/10/2020
ORD008411,CUST8572,Blinkit,44,Snacks,110,"Not fresh, disappointed.",2,Yes,Yes,1/11/2020
ORD008412,CUST1437,Swiggy Instamart,21,Grocery,337,Delivery person was rude.,2,No,Yes,1/12/2020
ORD008413,CUST2199,JioMart,23,Fruits & Vegetables,332,"Easy to order, loved it!",5,No,No,1/13/2020
ORD008414,CUST8567,JioMart,40,Grocery,1353,Items missing from order.,2,No,Yes,1/14/2020
ORD008415,CUST7244,Blinkit,29,Snacks,347,"Easy to order, loved it!",5,No,No,1/15/2020
ORD008416,CUST6630,Blinkit,32,Grocery,412,Delivery person was rude.,2,No,Yes,1/16/2020
ORD008417,CUST7542,JioMart,35,Fruits & Vegetables,320,Excellent experience!,5,No,No,1/17/2020
ORD008418,CUST4185,JioMart,27,Snacks,188,Wrong item delivered.,1,No,Yes,1/18/2020
ORD008419,CUST7499,JioMart,26,Grocery,297,"Fast delivery, great service!",5,No,No,1/19/2020
ORD008420,CUST1618,Blinkit,20,Dairy,533,Excellent experience!,5,No,No,1/20/2020
ORD008421,CUST1175,JioMart,19,Beverages,159,"Not fresh, disappointed.",2,No,Yes,1/21/2020
ORD008422,CUST5105,JioMart,11,Snacks,348,Packaging could be better.,3,No,No,1/22/2020
ORD008423,CUST2878,Blinkit,31,Fruits & Vegetables,64,Very satisfied with the service.,5,No,No,1/23/2020
ORD008424,CUST3236,Swiggy Instamart,31,Fruits & Vegetables,259,Good quality products.,4,No,No,1/24/2020
ORD008425,CUST6359,Swiggy Instamart,34,Fruits & Vegetables,186,"Very late delivery, not happy.",2,No,Yes,1/25/2020
ORD008426,CUST8606,JioMart,38,Fruits & Vegetables,324,Good quality products.,4,No,No,1/26/2020
ORD008427,CUST8942,Swiggy Instamart,32,Snacks,302,"Horrible experience, never ordering again.",1,No,Yes,1/27/2020
ORD008428,CUST8558,Swiggy Instamart,16,Personal Care,322,Wrong item delivered.,1,No,Yes,1/28/2020
ORD008429,CUST2117,Swiggy Instamart,23,Snacks,205,Excellent experience!,5,No,No,1/29/2020
ORD008430,CUST2352,Swiggy Instamart,20,Beverages,376,"Horrible experience, never ordering again.",1,No,Yes,1/30/2020
ORD008431,CUST9985,JioMart,20,Snacks,195,Good quality products.,4,No,No,1/31/2020
ORD008432,CUST4969,Swiggy Instamart,35,Personal Care,139,"Easy to order, loved it!",5,No,No,2/1/2020
ORD008433,CUST8171,Swiggy Instamart,30,Beverages,720,"Fast delivery, great service!",5,No,No,2/2/2020
ORD008434,CUST3297,Blinkit,21,Snacks,151,"Not fresh, disappointed.",2,No,Yes,2/3/2020
ORD008435,CUST8713,JioMart,37,Grocery,1358,Packaging could be better.,3,No,No,2/4/2020
ORD008436,CUST5573,Blinkit,27,Dairy,553,"Very late delivery, not happy.",2,No,Yes,2/5/2020
ORD008437,CUST3643,Blinkit,22,Grocery,738,Excellent experience!,5,No,No,2/6/2020
ORD008438,CUST3794,JioMart,34,Grocery,788,"Easy to order, loved it!",5,No,No,2/7/2020
ORD008439,CUST1295,Swiggy Instamart,43,Beverages,357,Items missing from order.,2,Yes,Yes,2/8/2020
ORD008440,CUST2646,Blinkit,23,Grocery,1491,Quick and reliable!,5,No,No,2/9/2020
ORD008441,CUST3903,JioMart,20,Beverages,347,Delivery person was rude.,2,No,Yes,2/10/2020
ORD008442,CUST5819,Swiggy Instamart,34,Personal Care,1631,"Horrible experience, never ordering again.",1,No,Yes,2/11/2020
ORD008443,CUST3034,JioMart,31,Snacks,456,"Horrible experience, never ordering again.",1,No,Yes,2/12/2020
ORD008444,CUST9759,Blinkit,25,Snacks,244,Items missing from order.,2,No,Yes,2/13/2020
ORD008445,CUST7403,Swiggy Instamart,23,Dairy,794,Very satisfied with the service.,5,No,No,2/14/2020
ORD008446,CUST3759,Swiggy Instamart,31,Dairy,461,"Fast delivery, great service!",5,No,No,2/15/2020
ORD008447,CUST2271,JioMart,18,Fruits & Vegetables,549,Excellent experience!,5,No,No,2/16/2020
ORD008448,CUST1183,Swiggy Instamart,25,Snacks,413,Quick and reliable!,5,No,No,2/17/2020
ORD008449,CUST5476,Blinkit,23,Personal Care,1125,"Fast delivery, great service!",5,No,No,2/18/2020
ORD008450,CUST3514,Blinkit,20,Personal Care,676,"Easy to order, loved it!",5,No,No,2/19/2020
ORD008451,CUST8219,Blinkit,32,Snacks,252,Delivery person was rude.,2,No,Yes,2/20/2020
ORD008452,CUST6866,JioMart,48,Beverages,825,Quick and reliable!,5,Yes,No,2/21/2020
ORD008453,CUST3915,Swiggy Instamart,14,Beverages,804,"Fast delivery, great service!",5,No,No,2/22/2020
ORD008454,CUST4549,Swiggy Instamart,38,Fruits & Vegetables,190,"Easy to order, loved it!",5,No,No,2/23/2020
ORD008455,CUST1564,Swiggy Instamart,30,Snacks,433,Packaging could be better.,3,No,No,2/24/2020
ORD008456,CUST9721,Blinkit,5,Snacks,302,Items missing from order.,2,No,Yes,2/25/2020
ORD008457,CUST4541,Swiggy Instamart,26,Personal Care,1728,"Very late delivery, not happy.",2,No,Yes,2/26/2020
ORD008458,CUST8242,Blinkit,64,Snacks,443,"Very late delivery, not happy.",2,Yes,Yes,2/27/2020
ORD008459,CUST1782,Swiggy Instamart,9,Beverages,525,Excellent experience!,5,No,No,2/28/2020
ORD008460,CUST9566,Blinkit,41,Beverages,859,Excellent experience!,5,Yes,No,2/29/2020
ORD008461,CUST2684,Swiggy Instamart,34,Grocery,456,Items missing from order.,2,No,Yes,3/1/2020
ORD008462,CUST7399,JioMart,20,Dairy,175,"Horrible experience, never ordering again.",1,No,Yes,3/2/2020
ORD008463,CUST6051,JioMart,34,Dairy,583,Packaging could be better.,3,No,No,3/3/2020
ORD008464,CUST8274,Blinkit,34,Snacks,308,Packaging could be better.,3,No,No,3/4/2020
ORD008465,CUST1858,Blinkit,29,Dairy,395,Very satisfied with the service.,5,No,No,3/5/2020
ORD008466,CUST1076,Swiggy Instamart,26,Fruits & Vegetables,492,Very satisfied with the service.,5,No,No,3/6/2020
ORD008467,CUST1797,Swiggy Instamart,26,Beverages,451,"Not fresh, disappointed.",2,No,Yes,3/7/2020
ORD008468,CUST7183,JioMart,32,Grocery,1410,"Horrible experience, never ordering again.",1,No,Yes,3/8/2020
ORD008469,CUST4305,Swiggy Instamart,35,Snacks,201,"Not fresh, disappointed.",2,No,Yes,3/9/2020
ORD008470,CUST5091,Blinkit,39,Personal Care,1337,"Very late delivery, not happy.",2,No,Yes,3/10/2020
ORD008471,CUST7138,Blinkit,28,Grocery,821,Packaging could be better.,3,No,No,3/11/2020
ORD008472,CUST4908,Blinkit,33,Grocery,660,Delivery person was rude.,2,No,Yes,3/12/2020
ORD008473,CUST4276,Blinkit,17,Fruits & Vegetables,546,Packaging could be better.,3,No,No,3/13/2020
ORD008474,CUST2497,Blinkit,12,Personal Care,1406,"Horrible experience, never ordering again.",1,No,Yes,3/14/2020
ORD008475,CUST1262,JioMart,25,Grocery,461,"Not fresh, disappointed.",2,No,Yes,3/15/2020
ORD008476,CUST7908,JioMart,18,Dairy,742,Delivery person was rude.,2,No,Yes,3/16/2020
ORD008477,CUST1457,Blinkit,29,Dairy,459,Items missing from order.,2,No,Yes,3/17/2020
ORD008478,CUST1238,Swiggy Instamart,34,Beverages,935,"Easy to order, loved it!",5,No,No,3/18/2020
ORD008479,CUST6523,Blinkit,30,Dairy,248,Wrong item delivered.,1,No,Yes,3/19/2020
ORD008480,CUST4148,JioMart,24,Beverages,957,Quick and reliable!,5,No,No,3/20/2020
ORD008481,CUST2035,Blinkit,21,Beverages,179,Items missing from order.,2,No,Yes,3/21/2020
ORD008482,CUST4613,JioMart,37,Beverages,104,Excellent experience!,5,No,No,3/22/2020
ORD008483,CUST2582,JioMart,40,Grocery,618,Quick and reliable!,5,No,No,3/23/2020
ORD008484,CUST3750,Blinkit,30,Fruits & Vegetables,506,Items missing from order.,2,No,Yes,3/24/2020
ORD008485,CUST3736,Blinkit,22,Grocery,482,"Not fresh, disappointed.",2,No,Yes,3/25/2020
ORD008486,CUST1721,Swiggy Instamart,37,Beverages,209,"Horrible experience, never ordering again.",1,No,Yes,3/26/2020
ORD008487,CUST7810,JioMart,17,Beverages,161,Good quality products.,4,No,No,3/27/2020
ORD008488,CUST9396,Swiggy Instamart,19,Fruits & Vegetables,459,Delivery person was rude.,2,No,Yes,3/28/2020
ORD008489,CUST2764,Blinkit,36,Beverages,218,Quick and reliable!,5,No,No,3/29/2020
ORD008490,CUST6359,JioMart,13,Snacks,146,"Not fresh, disappointed.",2,No,Yes,3/30/2020
ORD008491,CUST6286,Swiggy Instamart,17,Snacks,173,"Horrible experience, never ordering again.",1,No,Yes,3/31/2020
ORD008492,CUST4105,Swiggy Instamart,42,Snacks,111,Items missing from order.,2,Yes,Yes,4/1/2020
ORD008493,CUST4393,Swiggy Instamart,13,Dairy,287,Packaging could be better.,3,No,No,4/2/2020
ORD008494,CUST9875,Blinkit,26,Beverages,663,Very satisfied with the service.,5,No,No,4/3/2020
ORD008495,CUST7472,Blinkit,47,Personal Care,675,"Not fresh, disappointed.",2,Yes,Yes,4/4/2020
ORD008496,CUST8010,Blinkit,35,Grocery,816,Quick and reliable!,5,No,No,4/5/2020
ORD008497,CUST2979,JioMart,19,Dairy,487,"Very late delivery, not happy.",2,No,Yes,4/6/2020
ORD008498,CUST4807,Blinkit,33,Beverages,498,Items missing from order.,2,No,Yes,4/7/2020
ORD008499,CUST4502,JioMart,34,Fruits & Vegetables,258,"Easy to order, loved it!",5,No,No,4/8/2020
ORD008500,CUST2734,Swiggy Instamart,18,Snacks,135,"Very late delivery, not happy.",2,No,Yes,4/9/2020
ORD008501,CUST6842,Swiggy Instamart,35,Grocery,648,"Not fresh, disappointed.",2,No,Yes,4/10/2020
ORD008502,CUST6298,Blinkit,43,Beverages,463,"Horrible experience, never ordering again.",1,Yes,Yes,4/11/2020
ORD008503,CUST3844,Swiggy Instamart,45,Fruits & Vegetables,454,Quick and reliable!,5,Yes,No,4/12/2020
ORD008504,CUST1245,Blinkit,34,Dairy,402,Packaging could be better.,3,No,No,4/13/2020
ORD008505,CUST7588,JioMart,38,Dairy,740,Good quality products.,4,No,No,4/14/2020
ORD008506,CUST6181,Swiggy Instamart,20,Snacks,195,"Very late delivery, not happy.",2,No,Yes,4/15/2020
ORD008507,CUST1196,Blinkit,47,Personal Care,1796,"Not fresh, disappointed.",2,Yes,Yes,4/16/2020
ORD008508,CUST7376,Swiggy Instamart,21,Grocery,305,Quick and reliable!,5,No,No,4/17/2020
ORD008509,CUST4485,Swiggy Instamart,23,Personal Care,439,Wrong item delivered.,1,No,Yes,4/18/2020
ORD008510,CUST8516,Blinkit,25,Fruits & Vegetables,438,Delivery person was rude.,2,No,Yes,4/19/2020
ORD008511,CUST4606,Swiggy Instamart,24,Fruits & Vegetables,368,Good quality products.,4,No,No,4/20/2020
ORD008512,CUST2081,Swiggy Instamart,18,Dairy,722,Good quality products.,4,No,No,4/21/2020
ORD008513,CUST5562,Swiggy Instamart,27,Dairy,236,Items missing from order.,2,No,Yes,4/22/2020
ORD008514,CUST7045,Swiggy Instamart,45,Beverages,374,"Fast delivery, great service!",5,Yes,No,4/23/2020
ORD008515,CUST1719,JioMart,23,Dairy,301,Packaging could be better.,3,No,No,4/24/2020
ORD008516,CUST2103,Swiggy Instamart,24,Beverages,628,Excellent experience!,5,No,No,4/25/2020
ORD008517,CUST4580,Swiggy Instamart,44,Dairy,729,Quick and reliable!,5,Yes,No,4/26/2020
ORD008518,CUST7735,Blinkit,10,Fruits & Vegetables,255,"Easy to order, loved it!",5,No,No,4/27/2020
ORD008519,CUST5940,JioMart,38,Beverages,455,Delivery person was rude.,2,No,Yes,4/28/2020
ORD008520,CUST9185,Blinkit,27,Fruits & Vegetables,153,Very satisfied with the service.,5,No,No,4/29/2020
ORD008521,CUST2668,Blinkit,34,Snacks,234,Very satisfied with the service.,5,No,No,4/30/2020
ORD008522,CUST9784,Blinkit,33,Dairy,606,Very satisfied with the service.,5,No,No,5/1/2020
ORD008523,CUST3809,JioMart,43,Dairy,329,Very satisfied with the service.,5,Yes,No,5/2/2020
ORD008524,CUST5127,Blinkit,18,Grocery,464,Very satisfied with the service.,5,No,No,5/3/2020
ORD008525,CUST2552,Blinkit,16,Grocery,550,Very satisfied with the service.,5,No,No,5/4/2020
ORD008526,CUST6314,Blinkit,33,Dairy,561,Very satisfied with the service.,5,No,No,5/5/2020
ORD008527,CUST7366,Swiggy Instamart,18,Personal Care,627,"Not fresh, disappointed.",2,No,Yes,5/6/2020
ORD008528,CUST3177,Blinkit,38,Grocery,1169,"Horrible experience, never ordering again.",1,No,Yes,5/7/2020
ORD008529,CUST6440,JioMart,34,Personal Care,1198,"Not fresh, disappointed.",2,No,Yes,5/8/2020
ORD008530,CUST3872,JioMart,33,Beverages,559,Items missing from order.,2,No,Yes,5/9/2020
ORD008531,CUST6209,Swiggy Instamart,23,Personal Care,857,Excellent experience!,5,No,No,5/10/2020
ORD008532,CUST8899,JioMart,29,Fruits & Vegetables,457,Excellent experience!,5,No,No,5/11/2020
ORD008533,CUST2106,JioMart,27,Personal Care,1299,Delivery person was rude.,2,No,Yes,5/12/2020
ORD008534,CUST6490,Swiggy Instamart,46,Snacks,293,Delivery person was rude.,2,Yes,Yes,5/13/2020
ORD008535,CUST1289,Blinkit,27,Personal Care,150,"Very late delivery, not happy.",2,No,Yes,5/14/2020
ORD008536,CUST8354,Swiggy Instamart,23,Beverages,855,Good quality products.,4,No,No,5/15/2020
ORD008537,CUST7264,Blinkit,40,Grocery,462,"Very late delivery, not happy.",2,No,Yes,5/16/2020
ORD008538,CUST9372,Blinkit,20,Snacks,73,Excellent experience!,5,No,No,5/17/2020
ORD008539,CUST4808,JioMart,48,Grocery,611,Quick and reliable!,5,Yes,No,5/18/2020
ORD008540,CUST9248,Swiggy Instamart,14,Snacks,489,"Fast delivery, great service!",5,No,No,5/19/2020
ORD008541,CUST1217,JioMart,47,Fruits & Vegetables,301,Good quality products.,4,Yes,No,5/20/2020
ORD008542,CUST4811,JioMart,30,Dairy,132,"Fast delivery, great service!",5,No,No,5/21/2020
ORD008543,CUST1347,Blinkit,25,Beverages,535,"Horrible experience, never ordering again.",1,No,Yes,5/22/2020
ORD008544,CUST3032,JioMart,47,Beverages,970,Quick and reliable!,5,Yes,No,5/23/2020
ORD008545,CUST6060,Swiggy Instamart,27,Dairy,654,"Not fresh, disappointed.",2,No,Yes,5/24/2020
ORD008546,CUST4873,JioMart,19,Snacks,347,"Not fresh, disappointed.",2,No,Yes,5/25/2020
ORD008547,CUST8020,JioMart,29,Personal Care,1894,Wrong item delivered.,1,No,Yes,5/26/2020
ORD008548,CUST4990,Blinkit,36,Snacks,160,Very satisfied with the service.,5,No,No,5/27/2020
ORD008549,CUST2300,Swiggy Instamart,29,Beverages,653,"Not fresh, disappointed.",2,No,Yes,5/28/2020
ORD008550,CUST1981,JioMart,27,Fruits & Vegetables,601,Quick and reliable!,5,No,No,5/29/2020
ORD008551,CUST3253,Blinkit,26,Personal Care,664,"Not fresh, disappointed.",2,No,Yes,5/30/2020
ORD008552,CUST7136,JioMart,35,Beverages,875,Delivery person was rude.,2,No,Yes,5/31/2020
ORD008553,CUST9171,Swiggy Instamart,18,Grocery,810,Good quality products.,4,No,No,6/1/2020
ORD008554,CUST5859,JioMart,34,Grocery,1181,Excellent experience!,5,No,No,6/2/2020
ORD008555,CUST4309,JioMart,45,Dairy,751,Wrong item delivered.,1,Yes,Yes,6/3/2020
ORD008556,CUST3484,Blinkit,44,Snacks,442,"Not fresh, disappointed.",2,Yes,Yes,6/4/2020
ORD008557,CUST7156,JioMart,44,Snacks,408,Quick and reliable!,5,Yes,No,6/5/2020
ORD008558,CUST4348,Blinkit,21,Snacks,108,"Easy to order, loved it!",5,No,No,6/6/2020
ORD008559,CUST1621,Swiggy Instamart,46,Personal Care,301,"Very late delivery, not happy.",2,Yes,Yes,6/7/2020
ORD008560,CUST4900,JioMart,28,Personal Care,999,Quick and reliable!,5,No,No,6/8/2020
ORD008561,CUST8270,Swiggy Instamart,34,Snacks,232,Quick and reliable!,5,No,No,6/9/2020
ORD008562,CUST6385,Swiggy Instamart,30,Dairy,724,Very satisfied with the service.,5,No,No,6/10/2020
ORD008563,CUST3199,JioMart,23,Grocery,1441,"Horrible experience, never ordering again.",1,No,Yes,6/11/2020
ORD008564,CUST5556,Blinkit,31,Beverages,157,Excellent experience!,5,No,No,6/12/2020
ORD008565,CUST6202,Swiggy Instamart,37,Personal Care,1448,Packaging could be better.,3,No,No,6/13/2020
ORD008566,CUST1648,Swiggy Instamart,35,Dairy,738,"Horrible experience, never ordering again.",1,No,Yes,6/14/2020
ORD008567,CUST9533,JioMart,34,Grocery,584,"Fast delivery, great service!",5,No,No,6/15/2020
ORD008568,CUST7797,JioMart,21,Dairy,386,"Easy to order, loved it!",5,No,No,6/16/2020
ORD008569,CUST5726,JioMart,28,Personal Care,776,Quick and reliable!,5,No,No,6/17/2020
ORD008570,CUST1388,JioMart,32,Personal Care,174,Wrong item delivered.,1,No,Yes,6/18/2020
ORD008571,CUST4752,JioMart,14,Beverages,488,Excellent experience!,5,No,No,6/19/2020
ORD008572,CUST6427,JioMart,36,Personal Care,555,"Horrible experience, never ordering again.",1,No,Yes,6/20/2020
ORD008573,CUST6615,Blinkit,34,Snacks,379,Quick and reliable!,5,No,No,6/21/2020
ORD008574,CUST4969,Swiggy Instamart,44,Grocery,358,"Not fresh, disappointed.",2,Yes,Yes,6/22/2020
ORD008575,CUST4372,Blinkit,25,Fruits & Vegetables,447,Delivery person was rude.,2,No,Yes,6/23/2020
ORD008576,CUST9836,Blinkit,29,Dairy,125,"Horrible experience, never ordering again.",1,No,Yes,6/24/2020
ORD008577,CUST1885,JioMart,29,Personal Care,1391,Delivery person was rude.,2,No,Yes,6/25/2020
ORD008578,CUST5068,Swiggy Instamart,36,Fruits & Vegetables,151,"Horrible experience, never ordering again.",1,No,Yes,6/26/2020
ORD008579,CUST4644,Blinkit,25,Grocery,1151,"Very late delivery, not happy.",2,No,Yes,6/27/2020
ORD008580,CUST7250,JioMart,42,Dairy,199,Items missing from order.,2,Yes,Yes,6/28/2020
ORD008581,CUST9543,JioMart,27,Beverages,849,Very satisfied with the service.,5,No,No,6/29/2020
ORD008582,CUST6269,Swiggy Instamart,32,Personal Care,268,Quick and reliable!,5,No,No,6/30/2020
ORD008583,CUST4007,Blinkit,22,Grocery,1031,Packaging could be better.,3,No,No,7/1/2020
ORD008584,CUST8247,Blinkit,18,Fruits & Vegetables,637,Wrong item delivered.,1,No,Yes,7/2/2020
ORD008585,CUST1099,Blinkit,28,Snacks,58,Good quality products.,4,No,No,7/3/2020
ORD008586,CUST2058,JioMart,21,Grocery,242,Packaging could be better.,3,No,No,7/4/2020
ORD008587,CUST9055,Swiggy Instamart,19,Personal Care,1507,"Easy to order, loved it!",5,No,No,7/5/2020
ORD008588,CUST2146,Swiggy Instamart,29,Personal Care,1248,"Easy to order, loved it!",5,No,No,7/6/2020
ORD008589,CUST4153,Blinkit,16,Grocery,711,"Fast delivery, great service!",5,No,No,7/7/2020
ORD008590,CUST1853,JioMart,26,Fruits & Vegetables,695,"Easy to order, loved it!",5,No,No,7/8/2020
ORD008591,CUST3318,Blinkit,30,Beverages,871,"Easy to order, loved it!",5,No,No,7/9/2020
ORD008592,CUST4345,Swiggy Instamart,40,Grocery,592,Delivery person was rude.,2,No,Yes,7/10/2020
ORD008593,CUST3057,JioMart,28,Fruits & Vegetables,522,Packaging could be better.,3,No,No,7/11/2020
ORD008594,CUST2503,Blinkit,33,Dairy,601,Good quality products.,4,No,No,7/12/2020
ORD008595,CUST3845,Blinkit,17,Grocery,1273,Wrong item delivered.,1,No,Yes,7/13/2020
ORD008596,CUST9992,JioMart,17,Snacks,210,"Not fresh, disappointed.",2,No,Yes,7/14/2020
ORD008597,CUST4348,Swiggy Instamart,38,Snacks,209,"Easy to order, loved it!",5,No,No,7/15/2020
